Rat_symbol	ISG
S100vp	0
S100a7l2	0
Pglyrp3b	0
Prr9	0
LOC108350059	0
Pglyrp3	0
LOC102552651	0
Sprr1b	0
Sprr3	0
Sprr1a	0
Smcp	0
Lce6a	0
Kprp	0
LOC686143	0
Lce3e	0
Crct1	0
Crnn	0
Rptn	0
S100a11	0
S100a10	0
LOC100911679	0
RGD1564313	0
RGD1566337	0
AABR07012426.1	0
RGD1559714	0
Selenbp1	0
RGD1560554	0
Them4	0
Them5	0
C2cd4d	0
Rorc	0
Lingo4	0
Tdrkh	0
Oaz3	0
mrpl9	0
Riiad1	0
Celf3	0
Snx27	0
Tuft1	0
LOC100363268	0
Pogz	0
Psmb4	0
LOC103689947	0
Rfx5	0
Pi4kb	0
Zfp687	0
Psmd4	0
Pip5k1a	0
Vps72	0
Tmod4	0
Scnm1	0
Lysmd1	0
Tnfaip8l2	0
Sema6c	0
Gabpb2	0
RGD1359334	0
Bnipl	0
Prune1	0
Mindy1	0
Anxa9	0
Cers2	0
Setdb1	0
Arnt	0
Ctsk	0
Hormad1	0
Golph3l	0
Ensa	0
Ecm1	0
Tars2	0
Rprd2	0
Prpf3	0
Mrps21	0
AC141102.1	0
Aph1a	0
Ca14	0
Anp32e	0
Plekho1	0
Vps45	0
Otud7b	0
Mtmr11	0
Sf3b4	0
Sv2a	0
Bola1	0
Hist2h3c2	0
RGD1562378	0
Hjv	0
Txnip	0
Polr3gl	0
Ankrd34a	0
Lix1l	0
Rbm8a	0
Pex11b	0
Itga10	0
Ankrd35	0
Pias3	0
Nudt17	0
Polr3c	0
Rnf115	0
Pdzk1	0
Gpr89b	0
Gja8	0
Gja5	0
LOC100909441	0
Acp6	0
LOC685963	0
Olr390	0
Chd1l	0
Fmo5	0
Prkab2	0
Pde4dip	0
Sec22b	0
Notch2	0
Adam30	0
Reg4	0
Hmgcs2	0
Phgdh	0
Zfp697	0
Hsd3b5	0
Hsd3b3	0
Hao2	0
Wars2	0
Tbx15	0
Spag17	0
Hsd3b2	0
Wdr3	0
Gdap2	0
Man1a2	0
Vtcn1	0
Trim45	0
Ttf2	0
Cd101	0
Ptgfrn	0
Cd2	0
Igsf3	0
Atp1a1	0
Mab21l3	0
Slc22a15	0
Nhlh2	0
Casq2	0
Vangl1	0
Ngf	0
Tspan2	0
Tshb	0
Sycp1	0
Nr1h5	0
Sike1	0
Csde1	0
Nras	0
Ampd1	0
Dennd2c	0
Bcas2	0
Trim33	0
Syt6	0
Olfml3	0
Hipk1	0
Dclre1b	0
Ap4b1	0
Bcl2l15	0
Ptpn22	0
Rsbn1	0
Phtf1	0
Magi3	0
Rplp0l1	0
Lrig2	0
Slc16a1	0
Tafa3	0
Ppm1j	0
Rhoc	0
Capza1	0
St7l	0
Wnt2b	0
Cttnbp2nl	0
Kcnd3	0
Ddx20	0
Inka2	0
Rap1a	0
Tmigd3	0
LOC100911796	0
Atp5pb	0
Wdr77	0
LOC100911453	0
Adora3	0
Pifo	0
AABR07012795.1	0
Chia	0
Chi3l3	0
RGD1309110	0
Cept1	0
Dram2	0
Lrif1	0
Cd53	0
Olr392	0
Kcna3	0
Kcna2	0
Kcna10	0
Cym	0
Prok1	0
Lamtor5	0
Slc16a4	0
Rbm15	0
Kcnc4	0
Slc6a17	0
Alx3	0
Strip1	0
Ahcyl1	0
Eps8l3	0
Gstm5	0
Gstm6l	0
Gstm7	0
Gstm6	0
AC097845.1	0
Gstm1	0
Gstm4	0
Ampd2	0
Gnat2	0
Gnai3	0
Gpr61	0
Amigo1	0
Cyb561d1	0
Atxn7l2	0
Sypl2	0
Psma5	0
Sort1	0
Mybphl	0
Psrc1	0
Celsr2	0
Sars1	0
RGD1309139	0
Taf13	0
Wdr47	0
Clcc1	0
Aknad1	0
Stxbp3	0
Fndc7	0
AABR07012856.1	0
Slc25a54	0
Slc25a24	0
Vav3	0
Ntng1	0
Prmt6	0
LOC108348173	0
Amy1a	0
Rnpc3	0
Col11a1	0
Olfm3	0
S1pr1	0
Dph5	0
Slc30a7	0
Extl2	0
Vcam1	0
Gpr88	0
Cdc14a	0
Rtca	0
Dbt	0
Lrrc39	0
Trmt13	0
Sass6	0
Mfsd14a	0
Slc35a3	0
Agl	0
Plppr5	0
Plppr4	0
Frrs1	0
Palmd	0
Snx7	0
Dpyd	0
AABR07013086.1	0
Ptbp2	0
Rwdd3	0
Tlcd4	0
Alg14	0
Slc44a3	0
Abcd3	0
Arhgap29	0
Gclm	0
Dnttip2	0
Bcar3	0
Pde5a	0
Fabp2	0
LOC691807	0
Usp53	0
Myoz2	0
Synpo2	0
Sec24d	0
Mettl14	0
Prss12	0
Ndst3	0
Ndst4	0
Ugt8	0
Casp6	0
Mcub	0
Sec24b	0
Camk2d	0
Larp7	0
Zgrf1	0
Neurog2	0
Alpk1	0
Tifa	0
Ap1ar	0
Pitx2	0
Enpep	0
Elovl6	0
LOC102549542	0
Lrit3	0
Rrh	0
Gar1	0
Cfi	0
Pla2g12a	0
LOC103689977	0
Col25a1	0
Etnppl	0
Ostc	0
Rpl34	0
Lef1	0
Hadh	0
Cyp2u1	0
Sgms2	0
Papss1	0
Dkk2	0
Gimd1	0
Aimp1	0
Tbck	0
Npnt	0
Gstcd	0
Ints12	0
Ppa2	0
Tet2	0
Cxxc4	0
Tacr3	0
Cenpe	0
Bdh2	0
Ube2d3	0
Manba	0
Nfkb1	0
Slc39a8	0
Bank1	0
Ppp3ca	0
Emcn	0
Dnajb14	0
H2az1	0
Lamtor3	0
Mttp	0
Trmt10a	0
RGD1309170	0
Adh7	0
Adh6	0
Adh6a	0
Adh5	0
Metap1	0
Eif4e	0
Tspan5	0
Rap1gds1	0
Stpg2	0
Unc5c	0
Bmpr1b	0
Pdlim5	0
Gbp5	0
Kyat3	0
Gtf2b	0
Pkn2	0
Lmo4	0
Hs2st1	0
Selenof	0
Sh3glb1	0
Clca4l	0
Clca4	0
Clca1	0
Clca2	0
Odf2l	0
Col24a1	0
Znhit6	0
Ccn1	0
Ddah1	0
Bcl10	0
RGD1560065	0
Syde2	0
Mcoln3	0
Mcoln2	0
Lpar3	0
Ssx2ip	0
Ctbs	0
Spata1	0
LOC108349548	0
Rpf1	0
Dnase2b	0
Uox	0
Samd13	0
Prkacb	0
Ttll7	0
Adgrl4	0
Ptgfr	0
Gipc2	0
Dnajb4	0
Fubp1	0
Nexn	0
Miga1	0
Usp33	0
Zzz3	0
Ak5	0
Pigk	0
St6galnac5	0
Adgrl2	0
St6galnac3	0
Asb17	0
Msh4	0
Rabggtb	0
Acadm	0
Slc44a5	0
Lhx8	0
Tyw3	0
Cryz	0
Erich3	0
Tnni3k	0
Fpgt	0
Lrriq3	0
Negr1	0
Zranb2	0
Ptger3	0
Depdc1	0
Ankrd13c	0
Srsf11	0
Lrrc40	0
Lrrc7	0
Rpe65	0
Wls	0
Htr5a	0
Insig1	0
En2	0
Cnpy1	0
Rbm33	0
Shh	0
Olr1226	0
Olr1227	0
Olr1230	0
Olr1231	0
Olr1233	0
Olr1234	0
Olr1235	0
Olr1236	0
Olr1237	0
Olr1241	0
Olr1242	0
Olr1243	0
Olr1245	0
Olr1248	0
Olr1250	0
Olr1253	0
Rnf32	0
Lmbr1	0
Mnx1	0
Ube3c	0
Dnajb6	0
Paxip1	0
Dpp6	0
Xrcc2	0
Cct8l1	0
Kmt2c	0
Galnt11	0
Galntl5	0
Prkag2	0
Rheb	0
Crygn	0
Nub1	0
Smarcd3	0
Chpf2	0
Abcf2	0
Iqca1l	0
Asb10	0
Gbx1	0
Agap3	0
Tmub1	0
Fastk	0
Slc4a2	0
Cdk5	0
Asic3	0
Abcb8	0
Atg9b	0
Nos3	0
Kcnh2	0
Nupl2	0
Klhl7	0
Fam126a	0
Tomm7	0
Rint1	0
Pus7	0
Srpk2	0
Kmt2e	0
Orc5	0
Reln	0
Slc26a5	0
Psmc2	0
Dnajc2	0
Pmpcb	0
Napepld	0
Armc10	0
Fbxl13	0
Lrrc17	0
AABR07059232.1	0
Ccdc146	0
Ptpn12	0
Rsbn1l	0
Tmem60	0
Phtf2	0
Magi2	0
Gnai1	0
Olr987	0
Olr917	0
Gnat3	0
RGD1565355	0
LOC103690020	0
Sema3c	0
Hgf	0
Cacna2d1	0
Pclo	0
Sema3e	0
Sema3a	0
Sema3d	0
AABR07059478.1	0
Grm3	0
Dmtf1	0
Tmem243	0
Crot	0
Abcb4	0
Rundc3b	0
Slc25a40	0
Adam22	0
Dbf4	0
Sri	0
Steap4	0
Tex47	0
Zfp804b	0
LOC100912481	0
Steap1	0
Steap2	0
Cfap69	0
Gtpbp10	0
Cldn12	0
Cdk14	0
AC126960.1	0
Cyp51	0
Akap9	0
Mterf1	0
Lrrd1	0
Krit1	0
Ankib1	0
Tmbim7	0
Gatad1	0
Pex1	0
Rbm48	0
LOC500007	0
Fam133b	0
Cdk6	0
Hepacam2	0
Vps50	0
Calcr	0
Tfpi2	0
Gngt1	0
Gng11	0
Bet1	0
Casd1	0
Sgce	0
Ppp1r9a	0
Pon1	0
Pon3	0
Asb4	0
Pon2	0
Pdk4	0
Dync1i1	0
LOC100912034	0
Slc25a13	0
Sem1	0
Dlx6	0
Dlx5	0
Sdhaf3	0
Asns	0
C1galt1	0
Col28a1	0
Mios	0
Rpa3	0
Glcci1	0
Ica1	0
Nxph1	0
Ndufa4	0
Phf14	0
Thsd7a	0
Tmem106b	0
Vwde	0
LOC100911252	0
Tmem168	0
Bmt2	0
Gpr85	0
Ppp1r3a	0
Foxp2	0
Rbmxl1b	0
Mdfic	0
Cftr	0
Cttnbp2	0
Tfec	0
Tes	0
Cav2	0
Cav1	0
Capza2	0
ST7	0
Wnt2	0
Asz1	0
Lsm8	0
Tspan12	0
Ing3	0
Cped1	0
Wnt16	0
Fam3c	0
Aass	0
Fezf1	0
Cadps2	0
Tas2r118	0
Slc13a1	0
Iqub	0
Lmod2	0
Ndufa5	0
Asb15	0
LOC100909784	0
Wasl	0
Gpr37	0
Pot1	0
Hyal6	0
Hyal4	0
Spam1	0
Hyal5	0
Tmem229a	0
Grm8	0
Zfp800	0
Gcc1	0
Fscn3	0
Pax4	0
Snd1	0
Lep	0
Rbm28	0
Prrt4	0
Impdh1	0
Fam71f2	0
Fam71f1	0
Calu	0
Opn1sw	0
Ccdc136	0
Flnc	0
Atp6v1fnb	0
Kcp	0
Irf5	0
Tnpo3	0
Tspan33	0
Smo	0
Ahcyl2	0
Strip2	0
Nrf1	0
Ube2h	0
Zc3hc1	0
Klhdc10	0
Tmem209	0
Ssmem1	0
Cpa2	0
Cpa4	0
Cpa5	0
Cpa1	0
Cep41	0
Mest	0
Copg2	0
Tsga13	0
Klf14	0
Mkln1	0
Podxl	0
AABR07060145.1	0
Plxna4	0
Chchd3	0
Exoc4	0
Lrguk	0
Slc35b4	0
Akr1b1	0
Akr1b8	0
Akr1b7	0
Bpgm	0
LOC100910708	0
Cald1	0
Agbl3	0
Tmem140	0
Cyren	0
Wdr91	0
Stra8	0
RGD1565367	0
Cnot4	0
Nup205	0
Slc13a4	0
Fam180a	0
Mtpn	0
Chrm2	0
Ptn	0
Dgki	0
Creb3l2	0
Akr1d1	0
Trim24	0
Svopl	0
Atp6v0a4	0
RGD1306271	0
Zc3hav1l	0
Zc3hav1	0
Ttc26	0
Ubn2	0
Fmc1	0
Luc7l2	0
AABR07060293.1	0
Clec2l	0
Tbxas1	0
Parp12	0
Kdm7a	0
Slc37a3	0
Rab19	0
Mkrn1	0
Dennd2a	0
Adck2	0
Ndufb2	0
Braf	0
Mrps33	0
Tmem178b	0
Prss37	0
Agk	0
Dennd11	0
Wee2	0
Ssbp1	0
Tas2r137	0
Tas2r108	0
Olr799	0
Clec5a	0
Tas2r138	0
Mgam	0
Moxd2	0
Trbv1	0
Prss58	0
Tryx5	0
LOC286960	0
Prss3b	0
Trbv16	0
AABR07060353.2	0
Chl1	0
AC142181.1	0
Prss3	0
Try5	0
Try10	0
Prss2	0
LOC683849	0
Prss1	0
AC109737.1	0
Ephb6	0
Trpv6	0
Trpv5	0
Llcfc1	0
Kel	0
RGD1562066	0
Pip	0
Sval2	0
Sval1	0
Tas2r139	0
Tas2r144	0
Gstk1	0
Tmem139	0
Clcn1	0
Zyx	0
LOC103690198	0
Tas2r135	0
Tas2r126	0
Olr801	0
Olr802	0
Olr803	0
Olr804	0
Fam115e	0
Tcaf1	0
Olr806	0
Olr807	0
Olr808	0
Olr810	0
Olr811	0
Olr812	0
Olr813	0
Olr816	0
Olr437	0
Olr818	0
Olr819	0
Olr820	0
Olr821	0
Arhgef5	0
Nobox	0
Tpk1	0
Cul1	0
Ezh2	0
Pdia4	0
Zfp786	0
Zfp398	0
Zfp282	0
Zfp212	0
Zfp956	0
Zfp777	0
Zfp746	0
Krba1	0
Zfp467	0
Sspo	0
Atp6v0e2	0
Lrrc61	0
Rarres2	0
Repin1	0
Gimap8	0
Gimap9	0
Gimap4	0
Gimap6	0
Gimap7	0
Gimap5	0
Tmem176b	0
Tmem176a	0
Aoc1	0
Doxl1	0
Doxl2	0
Svs1	0
Gpnmb	0
Malsu1	0
Igf2bp3	0
Tra2a	0
Gemin7l1	0
Ccdc126	0
Fam221a	0
Stk31	0
LOC100912228	0
Npy	0
Mpp6	0
Gsdme	0
Osbpl3	0
AC113910.1	0
Cycs	0
LOC500124	0
Npvf	0
Nfe2l3	0
Hnrnpa2b1	0
Cbx3	0
Snx10	0
Skap2	0
Hoxa1	0
Hoxa2	0
LOC108348320	0
Hoxa4	0
LOC103689922	0
LOC100909604	0
LOC100911622	0
LOC100911668	0
Hoxa11	0
Hoxa13	0
Hoxa7	0
Evx1	0
Hibadh	0
Tax1bp1	0
Jazf1	0
Tril	0
Cpvl	0
Chn2	0
Prr15	0
Wipf3	0
Scrn1	0
Fkbp14	0
Plekha8	0
Mturn	0
Znrf2	0
Gars	0
Crhr2	0
Inmt	0
Mindy4	0
Aqp1	0
Ghrhr	0
Adcyap1r1	0
Neurod6	0
Itprid1	0
Ppp1r17	0
Pde1c	0
Lsm5	0
Avl9	0
Kbtbd2	0
Fkbp9	0
Vom1r67	0
Vom1r68	0
Vom1r69	0
Vom1r66	0
Vom1r71	0
Vom1r72	0
Vom1r73	0
Vom1r74	0
Vom1r75	0
Vom1r76	0
Vom1r77	0
Vom1r78	0
Vom1r80	0
Vom1r81	0
Vom1r84	0
Vom1r85	0
Vom1r86	0
Vom1r87	0
Vom1r88	0
Vopp1	0
Lancl2	0
Pyurf	0
Ppm1k	0
Abcg2	0
Herc3	0
Nap1l5	0
Fam13a	0
Tigd2	0
Gprin3	0
Snca	0
Mmrn1	0
Ccser1	0
AABR07060778.1	0
Grid2	0
Atoh1	0
Smarcad1	0
Hpgds	0
RGD1560028	0
Tnip3	0
Prdm5	0
RSA-14-44	0
Mad2l1	0
Vom1r89	0
Gng12	0
Gadd45a	0
Serbp1	0
Il23r	0
AABR07060872.1	0
Tacstd2	0
AABR07060886.1	0
Rpia	0
Eif2ak3	0
Tex37	0
Foxi3	0
Thnsl2	0
Fabp1	0
Smyd1	0
Krcc1	0
Cd8b	0
Cd8a	0
Rmnd5a	0
Rnf103	0
Chmp3	0
Kdm3a	0
Reep1	0
Mrpl35	0
Immt	0
Ptcd3	0
Polr1a	0
St3gal5	0
Atoh8	0
Sftpb	0
Usp39	0
LOC691113	0
Tmem150a	0
Vamp8	0
Ggcx	0
Mat2a	0
AC120568.1	0
Capg	0
Elmod3	0
Retsat	0
Tgoln2	0
Tcf7l1	0
Kcmf1	0
Dnah6	0
Suclg1	0
RGD1562515	0
AABR07060971.1	0
AABR07060980.1	0
AABR07060996.1	0
AABR07061001.1	0
Fam50a	0
AABR07061136.1	0
Ctnna2	0
LRRTM1	0
Reg3b	0
Reg3a	0
Reg1a	0
Reg3g	0
Lrrtm4	0
Gcfc2	0
Mrpl19	0
Eva1a	0
Tacr1	0
Pole4	0
Hk2	0
Sema4f	0
M1ap	0
Dok1	0
Loxl3	0
Htra2	0
Aup1	0
Dqx1	0
Tlx2	0
Pcgf1	0
Lbx2	0
Ccdc142	0
Mogs	0
LOC103692173	0
Ino80b	0
LOC103692165	0
Wdr54	0
LOC103692167	0
LOC103692170	0
LOC103692171	0
Wbp1	0
Rtkn	0
LOC103692166	0
LOC500227	0
Dctn1	0
Slc4a5	0
Mob1a	0
Bola3	0
Tet3	0
Dguok	0
Actg2	0
Stambp	0
Clec4f	0
Cd207	0
Vax2	0
Atp6v1b1	0
Ankrd53	0
Tex261	0
Nagk	0
Paip2b	0
Zfp638	0
Dysf	0
Cyp26b1	0
Exoc6b	0
Spr	0
RGD1560795	0
Emx1	0
Sfxn5	0
Rab11fip5	0
Noto	0
Smyd5	0
Pradc1	0
Cct7	0
Fbxo41	0
Egr4	0
Alms1	0
Nat8f3	0
Nat8f5	0
LOC103690120	0
LOC103690067	0
LOC103690139	0
Dusp11	0
Figla	0
Add2	0
Nat8f2	0
Nat8f4	0
Nat8f1	0
Tprkb	0
Nat8b	0
LOC103690006	0
Tgfa	0
Fam136a	0
LOC687679	0
Pcyox1	0
Tia1	0
RGD1306746	0
AC139642.2	0
Anxa4	0
Aak1	0
Nfu1	0
Gfpt1	0
Antxr1	0
Gkn1	0
Gkn2	0
Gkn3	0
Bmp10	0
Arhgap25	0
Prokr1	0
Vom1r102	0
Aplf	0
AC097129.1	0
Efcc1	0
Gp9	0
Rab43	0
Isy1	0
Cnbp	0
Hmces	0
H1f10	0
Rab7a	0
Rpn1	0
Gata2	0
Dnajb8	0
Eefsec	0
Ruvbl1	0
Sec61a1	0
Kbtbd12	0
Mgll	0
Abtb1	0
Podxl2	0
Mcm2	0
Tpra1	0
Plxna1	0
Chchd6	0
Txnrd3	0
Vom1r93	0
Vom1r94	0
Vom1r96	0
Vom1r98	0
Vom1r100	0
LOC685964	0
Chst13	0
Uroc1	0
Zxdc	0
Cfap100	0
Klf15	0
Nup210	0
Hdac11	0
Fbln2	0
Wnt7a	0
LOC100361898	0
Tmem43	0
Xpc	0
Lsm3	0
Iqsec1	0
Slc41a3	0
Aldh1l1	0
Grip2	0
Slc6a6	0
Ccdc174	0
RGD1560289	0
Nr2c2	0
Mrps25	0
Rbsn	0
Trh	0
Prickle2	0
Adamts9	0
Magi1	0
Slc25a26	0
Lrig1	0
Kbtbd8	0
Suclg2	0
Tafa4	0
Eogt	0
Tmf1	0
Uba3	0
Arl6ip5	0
Lmod3	0
Frmd4b	0
Mitf	0
Foxp1	0
Eif4e3	0
Gpr27	0
Prok2	0
AABR07061532.1	0
Rybp	0
Shq1	0
Gxylt2	0
Ppp4r2	0
Pdzrn3	0
Cntn3	0
AABR07061614.1	0
Cntn6	0
Cntn4	0
Il5ra	0
Trnt1	0
Crbn	0
Lrrn1	0
Setmar	0
Sumf1	0
Bhlhe40	0
Arl8b	0
Edem1	0
Grm7	0
AC112018.1	0
Lmcd1	0
Ssuh2	0
Cav3	0
Oxtr	0
Rad18	0
Srgap3	0
Thumpd3	0
Setd5	0
Lhfpl4	0
Mtmr14	0
Cpne9	0
Brpf1	0
Ogg1	0
Camk1	0
Tada3	0
Arpc4	0
Ttll3	0
Rpusd3	0
Cidec	0
Jagn1	0
Il17re	0
Il17rc	0
Creld1	0
Prrt3	0
Emc3	0
Fancd2	0
Fancd2os	0
Brk1	0
Vhl	0
Irak2	0
Tatdn2	0
Ghrl	0
Sec13	0
Atp2b2	0
Slc6a11	0
Slc6a1	0
Hrh1	0
Atg7	0
Vgll4	0
Tamm41	0
Syn2	0
Timp4	0
Pparg	0
Tsen2	0
Mkrn2os	0
Mkrn2	0
Raf1	0
Tmem40	0
Cand2	0
Rpl32	0
Efcab12	0
Mbd4	0
Ift122	0
Rho	0
H1f8	0
Plxnd1	0
Tmcc1	0
AABR07061825.1	0
Washc2c	0
Zfand4	0
Marchf8	0
Alox5	0
Olr823	0
Olr824	0
Olr825	0
Olr826	0
Olr827	0
Olr828	0
Olr829	0
Olr830	0
Olr831	0
Olr832	0
Zfp422	0
Rassf4	0
Depp1	0
Tmem72	0
Cxcl12	0
Hnrnpf	0
Fxyd4	0
Rasgef1a	0
Csgalnact2	0
Ret	0
Bms1	0
Zfp248	0
Zfp9	0
Ankrd26	0
Cacna1c	0
Dcp1b	0
Cacna2d4	0
Lrtm2	0
Adipor2	0
Wnt5b	0
Erc1	0
Rad52	0
Wnk1	0
Ninj2	0
B4galnt3	0
Ccdc77	0
Kdm5a	0
Il17ra	0
Tmem121b	0
Hdhd5	0
Cecr2	0
Slc25a18	0
Atp6v1e1	0
Bcl2l13	0
Bid	0
Mical3	0
Pex26	0
Tuba8	0
Usp18	0
Slc6a13	0
Slc6a12	0
Iqsec3	0
Mug2	0
A2m	0
Mug1	0
LOC100911545	0
Klrg1	0
LOC100909548	0
Phc1	0
Rimklb	0
Mfap5	0
Aicda	0
Apobec1	0
LOC100909595	0
Gdf3	0
Dppa3	0
Nanog	0
Foxj2	0
C3ar1	0
Necap1	0
Slc2a3	0
Clec4a1	0
Clec4b2	0
Clec4n	0
Clec4d	0
Clec4e	0
Vom2r48	0
LOC103690024	0
Vom2r50	0
Vom2r51	0
Vom2r52	0
Cd163	0
Pex5	0
Clstn3	0
C1rl	0
Lpcat3	0
Emg1	0
Phb2	0
Ptpn6	0
LOC100911672	0
Eno2	0
LOC100911585	0
LOC100911548	0
Tpi1	0
Usp5	0
Cdca3	0
Gnb3	0
P3h3	0
Lag3	0
Ptms	0
Mlf2	0
Cops7a	0
Pianp	0
Zfp384	0
Ing4	0
Acrbp	0
Lpar5	0
Chd4	0
Nop2	0
Iffo1	0
LOC108351137	0
Ncapd2	0
Mrpl51	0
Vamp1	0
Cd27	0
Tuba3a	0
Ltbr	0
Scnn1a	0
Tnfrsf1a	0
Plekhg6	0
Cd9	0
Vwf	0
Ano2	0
Ntf3	0
Kcna5	0
Kcna1	0
Kcna6	0
Ndufa9	0
Akap3	0
Dyrk4	0
Rad51ap1	0
RGD1311164	0
Fgf6	0
Fgf23	0
Tigar	0
Parp11	0
Cracr2a	0
Prmt8	0
Tspan11	0
Tspan9	0
Senp18	0
Senp17	0
Tead4	0
Tulp3	0
Rhno1	0
Foxm1	0
Tex52	0
Nrip2	0
Itfg2	0
Fkbp4	0
Pzp	0
A2ml1	0
Klrb1b	0
Clec2dl1	0
AABR07062136.1	0
Klrb1c	0
Klrb1	0
AABR07062154.2	0
Clec2e	0
Clec2g	0
RGD1564770	0
Clec12a	0
Chtopl1	0
Clec12b	0
Clec1b	0
Clec1a	0
Clec7a	0
Olr1	0
Tmem52b	0
Gabarapl1	0
Klre1	0
Klrc2	0
Klrc1	0
Klri1	0
Klri2	0
Klrh1	0
Styk1	0
Ybx3	0
Lpal2	0
Tas2r130	0
Tas2r107	0
Tas2r106	0
Tas2r104	0
Tas2r105	0
Tas2r114	0
Prb1	0
Tas2r120	0
Tas2r124	0
Tas2r102	0
Tas2r13	0
Tas2r136	0
Tas2r109	0
Tas2r145	0
Tas2r129	0
Tas2r125	0
Tas2r113	0
Tas2r110	0
Tas2r116	0
Tas2r140	0
Smim10l1	0
Kap	0
Lrp6	0
Mansc1	0
Borcs5	0
Crebl2	0
Gpr19	0
Cdkn1b	0
Apold1	0
Ddx47	0
Gprc5a	0
Gprc5d	0
Hebp1	0
Fam234b	0
Gsg1	0
Pbp2	0
Emp1	0
Grin2b	0
LOC108348150	0
Hist1h4b	0
Hist2h4	0
LOC103690002	0
Wbp11	0
LOC500350	0
Atf7ip	0
Plbd1	0
Gucy2c	0
Hist2h4a	0
Wbp11l1	0
LOC500354	0
Art4	0
Mgp	0
Erp27	0
Arhgdib	0
Pde6h	0
Rerg	0
Ptpro	0
Eps8	0
Strap	0
Dera	0
Slc15a5	0
Mgst1	0
Igbp1b	0
Lmo3	0
Rergl	0
Pik3c2g	0
Plcz1	0
Capza3	0
Plekha5	0
Aebp2	0
Pde3a	0
Slco1c1	0
Slco1b2	0
Slco1a4	0
Slco1a1	0
Slco1a6	0
Iapp	0
Pyroxd1	0
Recql	0
Golt1b	0
Spx	0
Gys2	0
Ldhb	0
Kcnj8	0
Abcc9	0
Cmas	0
RGD1561551	0
St8sia1	0
C2cd5	0
Sox5	0
AABR07062466.1	0
Bcat1	0
Etfrf1	0
Lmntd1	0
Tuba3b	0
Rassf8	0
Bhlhe41	0
Sspn	0
Itpr2	0
Ints13	0
Fgfr1op2	0
Tm7sf3	0
Med21	0
Stk38l	0
Arntl2	0
Ppfibp1	0
LOC690784	0
Rep15	0
Mrps35	0
Mansc4	0
Klhl42	0
Ccdc91	0
Far2	0
Ergic2	0
Tmtc1	0
AABR07062570.1	0
Caprin2	0
Etfbkmt	0
Amn1	0
Resf1	0
Bicd1	0
LOC100362344	0
Spopl	0
Hnmt	0
Tbpl2	0
Il36g	0
Il36a	0
Il36rn	0
Il1f10	0
Psd4	0
Pax8	0
Cacna1b	0
Ehmt1	0
Arrdc1	0
Zmynd19	0
Dph7	0
Mrpl41	0
Pnpla7	0
Nsmf	0
Entpd8	0
Noxa1	0
Nrarp	0
Tor4a	0
Nelfb	0
Stpg3	0
Fam166a	0
Tubb4b	0
Slc34a3	0
Rnf224	0
Cysrt1	0
Rnf208	0
Ndor1	0
Tmem203	0
Tprn	0
Ssna1	0
Anapc2	0
Tmem210	0
Lrrc26	0
Grin1	0
Man1b1	0
Dpp7	0
Uap1l1	0
Sapcd2	0
Entpd2	0
Npdc1	0
Fut7	0
Abca2	0
Clic3	0
Paxx	0
Ptgds	0
Lcn12	0
C8g	0
Fbxw5	0
Traf2	0
Ajm1	0
Rabl6	0
Ccdc183	0
Tmem141	0
Fcna	0
Lcn8	0
Lcn5	0
Lcn6	0
Lcn10	0
Obp2a	0
Bmyc	0
LOC108348105	0
Lcn3	0
Obp2b	0
AABR07051244.1	0
Glt6d1	0
Lcn9	0
Sohlh1	0
Kcnt1	0
Camsap1	0
Ubac1	0
Nacc2	0
Tmem250	0
Lhx3	0
Qsox2	0
Ccdc187	0
Gpsm1	0
Dnlz	0
Card9	0
Snapc4	0
Entr1	0
Pmpca	0
Inpp5e	0
Sec16a	0
Egfl7	0
Agpat2	0
Dipk1b	0
LOC100364457	0
Rps13	0
Abo	0
LOC100911917	0
LOC100912008	0
Surf2	0
Abo3	0
Lcn4	0
Surf6	0
Med22	0
Surf4	0
Stkld1	0
Rexo4	0
Adamts13	0
Slc2a6	0
Adamtsl2	0
Fam163b	0
Dbh	0
Sardh	0
Vav2	0
Brd3	0
Wdr5	0
Rxra	0
Col5a1	0
Fcnb	0
Olfm1	0
AABR07051376.1	0
Mrps2	0
Ralgds	0
Cel	0
Gtf3c5	0
Gfi1b	0
Tsc1	0
Spaca9	0
Ak8	0
Gtf3c4	0
Ddx31	0
Barhl1	0
Cfap77	0
Ttf1	0
Setx	0
Ntng2	0
Med27	0
Rapgef1	0
AABR07051395.1	0
LOC102547011	0
Trub2	0
Coq4	0
Slc27a4	0
Cercam	0
Odf2	0
Gle1	0
Sptan1	0
Set	0
Zdhhc12	0
Zer1	0
Tbc1d13	0
Endog	0
Spout1	0
Kyat1	0
Lrrc8a	0
Phyhd1	0
Dolk	0
Nup188	0
Sh3glb2	0
Miga2	0
Dolpp1	0
Crat	0
Ptpa	0
Ier5l	0
Nup214	0
Aif1l	0
Lamc3	0
Fibcd1l1	0
Abl1	0
RGD1311084	0
Ntmt1	0
Asb6	0
Prrx2	0
Tor1b	0
Tor1a	0
RGD1305178	0
Usp20	0
Fnbp1	0
Fibcd1	0
Qrfp	0
LOC100909750	0
Exosc2	0
Prdm12	0
Fubp3	0
Gpr107	0
Fam78a	0
Plpp7	0
Prrc2b	0
Pomt1	0
Uck1	0
Swi5	0
Golga2	0
Dnm1	0
Ciz1	0
Lcn2	0
Ptges2	0
