Rat_symbol	ISG
Ovch2	0
Olr235	0
Olr237	0
Olr239	0
Olr241	0
Olr242	0
Olr244	0
Olr245	0
Olr246	0
RGD1562400	0
Olr250	0
Olr251	0
Olr252	0
Olr255	0
Olr257	0
Olr259	0
Olr260	0
Olr262	0
Olr263	0
Olr264	0
Olr267	0
Olr271	0
Olr272	0
LOC687082	0
Olr1875	0
Olr276	0
AABR07004966.1	0
Olr278	0
LOC687119	0
Olr285	0
Olr283	0
Olr282	0
Olr281	0
Nlrp10	0
Eif3f	0
Tub	0
Ric3	0
Lmo1	0
Stk33	0
Trim66	0
Dennd2b	0
Akip1	0
LOC499240	0
Nrip3	0
Scube2	0
Dennd5a	0
Tmem41b	0
Ipo7	0
Zfp143	0
Wee1	0
Swap70	0
Sbf2	0
Adm	0
Ampd3	0
rnf141	0
Ctr9	0
Eif4g2	0
AABR07005031.1	0
Galnt18	0
Usp47	0
Dkk3	0
Mical2	0
Parva	0
Tead1	0
AABR07005040.1	0
Rassf10	0
Arntl	0
Btbd10	0
Pth	0
Far1	0
Spon1	0
Rras2	0
Ythdc2	0
AABR07005506.1	0
Copb1	0
Psma1	0
Pde3b	0
Cyp2r1	0
Calca	0
Insc	0
Nucb2	0
Pik3c2a	0
Plekha7	0
RGD1311703	0
Sox6	0
Xylt1	0
Rps15a	0
Arl6ip1	0
Syt17	0
Coq7	0
Tmc7	0
Tmc5	0
Gde1	0
Ccp110	0
Vps35l	0
Iqck	0
Gprc5b	0
Gpr139	0
Gp2	0
Umod	0
Pdilt	0
Acsm5	0
Acsm2	0
Acsm4	0
AABR07005588.1	0
Acsm3	0
Eri2	0
Rexo5	0
Dcun1d3	0
Lyrm1	0
AABR07005597.1	0
Tmem159	0
Zp2	0
Anks4b	0
Crym	0
Abca14	0
Abca15	0
Abca16	0
Uqcrc2	0
Pdzd9	0
Mosmo	0
Vwa3a	0
Eef2k	0
Polr3e	0
Cdr2	0
LOC691551	0
Mettl9	0
Igsf6	0
Otoa	0
Hs3st2	0
Usp31	0
Scnn1g	0
Scnn1b	0
Cog7	0
Gga2	0
Ears2	0
Ubfd1	0
Ndufab1	0
Palb2	0
Dctn5	0
Plk1	0
Ern2	0
Chp2	0
Prkcb	0
Cacng3	0
Rbbp6	0
Tnrc6a	0
Slc5a11	0
Arhgap17	0
Lcmt1	0
Aqp8	0
Zkscan2	0
AC112866.1	0
Snrpn	0
Snurf	0
LOC691716	0
Kdm8	0
Nsmce1	0
Gtf3c1	0
Xpo6	0
Sbk1	0
Lat	0
Spns1	0
Nfatc2ip	0
AABR07071986.1	0
Cd19	0
Rabep2	0
AABR07005775.1	0
Sh2b1	0
Tufm	0
Atxn2l	0
Eif3c	0
Cln3	0
Apobr	0
Sgf29	0
Sult1a1	0
Slx1b	0
Bola2	0
Coro1a	0
Mapk3	0
Gdpd3	0
Ypel3	0
Tbx6	0
Ppp4c	0
Tlcd3b	0
Doc2a	0
Ino80e	0
Hirip3	0
Taok2	0
Tmem219	0
Kctd13	0
Asphd1	0
Sez6l2	0
Cdipt	0
Mvp	0
Prrt2	0
Maz	0
Kif22	0
Zg16	0
LOC308990	0
Qprt	0
Spn	0
Cd2bp2	0
Tbc1d10b	0
Mylpf	0
Septin1	0
Znf48	0
Zfp771	0
Dctpp1	0
Znf768	0
Zfp764l1	0
Zfp764	0
Zfp688	0
Zfp629	0
AABR07005779.1	0
Fbrs	0
Srcap	0
Phkg2	0
Ccdc189	0
Rnf40	0
Bcl7c	0
Ctf1	0
Ctf2	0
Fbxl19	0
Orai3	0
Setd1a	0
Hsd3b7	0
Stx1b	0
Stx4	0
Zfp668	0
Zfp646	0
Prss53	0
Vkorc1	0
Bckdk	0
Kat8	0
Prss8	0
Prss36	0
Fus	0
Pycard	0
Trim72	0
Itgam	0
Itgax	0
Cox6a2	0
Armc5	0
Tgfb1i1	0
Slc5a2	0
Rgs10	0
Tial1	0
Bag3	0
Inpp5f	0
Sec23ip	0
Fgfr2	0
Ate1	0
Tacc2	0
Btbd16	0
Plekha1	0
Htra1	0
AABR07005821.1	0
LOC499276	0
LOC691970	0
Cuzd1	0
RGD1559891	0
RGD1560958	0
RGD1305014	0
Pstk	0
Ikzf5	0
Acadsb	0
Plpp4	0
Wdr11	0
AABR07005844.1	0
Hmx3	0
Hmx2	0
Bub3	0
Gpr26	0
Cpxm2	0
Chst15	0
Oat	0
Nkx1-2	0
Lhpp	0
Fam53b	0
Eef1akmt2	0
Abraxas2	0
Zranb1	0
Ctbp2	0
Tex36	0
Edrf1	0
Mmp21	0
Uros	0
Bccip	0
Dhx32	0
Fank1	0
Adam12	0
LOC100302465	0
Insyn2a	0
Nps	0
Foxi2	0
Clrn3	0
Ptpre	0
Mki67	0
Mgmt	0
Ebf3	0
LOC100362342	0
Glrx3	0
Tcerg1l	0
Mapk1ip1	0
Ppp2r2d	0
Bnip3	0
Jakmip3	0
Dpysl4	0
Stk32c	0
Lrrc27	0
Pwwp2b	0
Inpp5a	0
Nkx6-2	0
AABR07005985.1	0
Adgra1	0
Kndc1	0
Utf1	0
LOC103691261	0
Adam8	0
Tubgcp2	0
Zfp511	0
Msx3	0
Caly	0
Prap1	0
LOC100911225	0
Paox	0
Mtg1	0
Sprn	0
Olr286	0
Olr287	0
Olr288	0
Scart1	0
Olr292	0
Olr289	0
Olr295	0
Olr297	0
Olr298	0
Olr299	0
Olr300	0
Olr302	0
Olr303	0
Olr304	0
Olr305	0
Olr306	0
Olr308	0
Olr309	0
Olr311	0
Olr312	0
Olr313	0
Olr315	0
Cyp2e1	0
Syce1	0
RGD1309350	0
Scgb1c1	0
Odf3	0
Bet1l	0
Ric8a	0
Sirt3	0
Psmd13	0
Nlrp6	0
Pgghg	0
Ifitm5	0
Ifitm2	0
B4galnt4	0
Pkp3	0
Sigirr	0
Ano9	0
LOC100911365	0
Cend1	0
Slc25a22	0
LOC100911519	0
Rplp2	0
LOC100911692	0
Tspan4	0
Chid1	0
Ptdss2	0
Rnh1	0
Hras	0
Lrrc56	0
Lmntd2	0
Rassf7	0
Phrf1	0
Cdhr5	0
Sct	0
Drd4	0
Deaf1	0
Eps8l2	0
Taldo1	0
Gatd1	0
LOC100911440	0
Pidd1	0
Pnpla2	0
Cracr2b	0
Cd151	0
AC109542.1	0
LOC100911766	0
Ap2a2	0
Muc6	0
AABR07006030.1	0
AABR07006032.1	0
Muc5b	0
Tollip	0
Brsk2	0
Mob2	0
Dusp8	0
AABR07006049.1	0
Cttn	0
LOC685544	0
Ifitm10	0
Ctsd	0
Syt8	0
Tnni2	0
Lsp1	0
Prr33	0
Tnnt3	0
Mrpl23	0
Igf2	0
Ins2	0
Th	0
Ascl2	0
Tspan32	0
Cd81	0
Tssc4	0
Trpm5	0
Kcnq1	0
Cdkn1c	0
Slc22a18	0
Phlda2	0
Nap1l4	0
Cars	0
Tnfrsf26	0
Osbpl5	0
RGD1562011	0
Mrgprg	0
Mrgpre	0
Nadsyn1	0
Dhcr7	0
LOC102552318	0
Shank2	0
Ppfia1	0
Fadd	0
Ano1	0
Fgf3	0
Fgf4	0
Fgf19	0
Lto1	0
Tpcn2	0
Mrgprf	0
Mrgprd	0
Ighmbp2	0
Mrpl21	0
Cpt1a	0
Tesmin	0
Gal	0
Ppp6r3	0
Lrp5	0
RGD1311946	0
Kmt5b	0
Chka	0
Tcirg1	0
Ndufs8	0
Unc93b1	0
Aldh3b1	0
LOC688778	0
Acy3	0
Tbx10	0
Nudt8	0
Doc2g	0
Ndufv1	0
Gstp1	0
RGD1307603	0
Cabp2	0
Cdk2ap2	0
Pitpnm1	0
Aip	0
Tmem134	0
Cabp4	0
Gpr152	0
Coro1b	0
Ptprcap	0
Rps6kb2	0
Carns1	0
Tbc1d10c	0
Ppp1ca	0
Rad9a	0
Pold4	0
Ssh3	0
Ankrd13d	0
Grk2	0
Kdm2a	0
Rhod	0
Syt12	0
LOC689065	0
Pc	0
Lrfn4	0
Rce1	0
AC119332.1	0
Sptbn2	0
Rbm4b	0
Rbm14	0
AC126581.1	0
Ccs	0
Ccdc87	0
Ctsf	0
Actn3	0
Zdhhc24	0
Bbs1	0
Dpp3	0
Peli3	0
mrpl11	0
Npas4	0
Slc29a2	0
LOC108348085	0
LOC108348098	0
Rin1	0
Cd248	0
LOC108348067	0
LOC108348052	0
B4gat1	0
LOC108348044	0
LOC100911932	0
Yif1a	0
Cnih2	0
Rab1b	0
Klc2	0
Pacs1	0
Sf3b2	0
Gal3st3	0
Cst6	0
Banf1	0
Eif1ad	0
Sart1	0
Tsga10ip	0
Drap1	0
Fosl1	0
Fibp	0
Ctsw	0
Efemp2	0
Mus81	0
Cfl1	0
Snx32	0
Ovol1	0
Ap5b1	0
Kat5	0
Rela	0
Sipa1	0
Pcnx3	0
Map3k11	0
Kcnk7	0
Ehbp1l1	0
Fam89b	0
Znrd2	0
Ltbp3	0
Scyl1	0
Frmd8	0
Slc25a45	0
Tigd3	0
Dpf2	0
Pola2	0
Slc22a20	0
Capn1	0
Syvn1	0
Mrpl49	0
LOC687780	0
Znhit2	0
Tm7sf2	0
Vps51	0
Tmem262	0
Zfpl1	0
Naaladl1	0
Sac3d1	0
Snx15	0
Arl2	0
Majin	0
Gpha2	0
Ppp2r5b	0
Atg2a	0
Cdc42bpg	0
Men1	0
Map4k2	0
Sf1	0
Pygm	0
Rasgrp2	0
Nrxn2	0
Slc22a12	0
Rps6ka4	0
Ccdc88b	0
Prdx5	0
Esrra	0
Kcnk4	0
Gpr137	0
Bad	0
Plcb3	0
Ppp1r14b	0
Vegfb	0
Dnajc4	0
Nudt22	0
Trpt1	0
Fermt3	0
Stip1	0
Macrod1	0
Flrt1	0
Otub1	0
Naa40	0
LOC102552640	0
Mark2	0
Spindoc	0
Rtn3	0
Atl3	0
Plaat3	0
Lgals12	0
Plaat5	0
AABR07006142.1	0
UST4r	0
Ust5r	0
Slc22a8	0
Slc22a6	0
Chrm1	0
Slc3a2	0
AC099294.1	0
Wdr74	0
Stx5	0
Nxf1	0
Tmem223	0
Tmem179b	0
Taf6l	0
Polr2g	0
Zbtb3	0
Ttc9c	0
Hnrnpul2	0
Gng3	0
Bscl2	0
Ubxn1	0
Uqcc3	0
RGD1597339	0
Ints5	0
Ganab	0
B3gat3	0
Rom1	0
Eml3	0
Mta2	0
Tut1	0
Eef1g	0
Ahnak	0
Scgb1a1	0
Asrgl1	0
Scgb2a1	0
Incenp	0
Best1	0
Fth1	0
Rab3il1	0
Fads3	0
Fads2	0
Fads1	0
Fen1	0
Myrf	0
Dagla	0
Syt7	0
Lrrc10b	0
Ppp1r32	0
Sdhaf2	0
Cpsf7	0
Tmem216	0
Cyb561a3	0
Tkfc	0
Ddb1	0
Vwce	0
Pga5	0
Vps37c	0
Cd5	0
Cd6	0
Slc15a3	0
Tmem132a	0
Tmem109	0
Prpf19	0
Zp1	0
Ptgdr2	0
Ms4a10	0
Ms4a15	0
Ms4a18	0
Ms4a8	0
Ms4a4a	0
LOC100912336	0
AABR07006264.1	0
Ms4a12	0
Ms4a1	0
Ms4a5	0
Ms4a14	0
Ms4a7	0
Ms4a4e	0
Ms4a2	0
Ms4a3	0
Oosp2	0
AABR07006283.1	0
Cblif	0
Mrpl16	0
Stx3	0
Olr318	0
Olr319	0
Patl1	0
Osbp	0
Olr321	0
Olr322	0
Olr323	0
Olr324	0
Olr325	0
Olr326	0
Olr337	0
Pfpl	0
Dtx4	0
Fam111a	0
Glyatl1	0
Glyat	0
Olr338	0
LOC100910851	0
Olr334	0
Olr332	0
Glyatl2	0
Cntf	0
Zfp91	0
Lpxn	0
Olr340	0
Olr341	0
Olr343	0
Olr344	0
Olr346	0
Olr347	0
Olr348	0
Olr349	0
Olr352	0
Olr354	0
Olr357	0
Olr358	0
Olr360	0
Olr361	0
LOC687088	0
Olr363	0
Olr365	0
Olr367	0
Olr371	0
Olr372	0
Olr376	0
Olr377	0
Olr379	0
Olr380	0
Olr382	0
Olr383	0
Olr384	0
Tle4	0
Psat1	0
Cep78	0
Gnaq	0
Rorb	0
Trpm6	0
LOC499331	0
Carnmt1	0
Nmrk1	0
Ostf1	0
Gna14	0
Vps13a	0
Pcsk5	0
Rfk	0
Gcnt1	0
Prune2	0
Foxb2	0
AABR07006504.1	0
Anxa1	0
Aldh1a1	0
Tmc1	0
Zfand5	0
Gda	0
Abhd17b	0
Cemip2	0
Trpm3	0
AABR07006576.1	0
Klf9	0
Mamdc2	0
RGD1560242	0
Ptar1	0
Apba1	0
Fam189a2	0
Tjp2	0
Fxn	0
Pip5k1b	0
Tmem252	0
Pgm5	0
Cbwd1	0
Dock8	0
Kank1	0
Dmrt1	0
Dmrt3	0
Dmrt2	0
Smarca2	0
Vldlr	0
Kcnv2	0
Pum3	0
Rfx3	0
Glis3	0
Slc1a1	0
Spata6l	0
Plpp6	0
Cdc37l1	0
Ak3	0
Rln1	0
Plgrkt	0
Pdcd1lg2	0
Ric1	0
Ermp1	0
Mlana	0
RGD1311595	0
Ranbp6	0
Il33	0
Tpd52l3	0
AABR07006688.2	0
Uhrf2	0
Gldc	0
Chchd4	0
AABR07006691.1	0
LOC103690131	0
Dkk1	0
Cstf2t	0
A1cf	0
Sgms1	0
Papss2	0
Cyp2b15	0
Rnls	0
Lipo1	0
Lipf	0
Lipk	0
Lipn	0
Lipm	0
Ankrd22	0
Stambpl1	0
Acta2	0
Slc16a12	0
Pank1	0
Kif20b	0
LOC103694905	0
Rpp30	0
Ankrd1	0
Pcgf5	0
Hectd2	0
Ppp1r3c	0
Tnks2	0
Fgfbp3	0
Btaf1	0
Cpeb3	0
Ide	0
Kif11	0
Hhex	0
Exoc6	0
Cyp26c1	0
Cyp26a1	0
Myof	0
Cep55	0
Rbp4	0
Pde6c	0
Fra10ac1	0
Lgi1	0
Slc35g1	0
Plce1	0
Noc3l	0
Tbc1d12	0
LOC100911660	0
Hells	0
Cyp2c24	0
LOC100361492	0
Cyp2c12	0
Cyp2c13	0
Cyp2c22	0
Pdlim1	0
Sorbs1	0
Aldh18a1	0
Tctn3	0
Zfp518a	0
Blnk	0
Dntt	0
Opalin	0
Tll2	0
Tm9sf3	0
Pik3ap1	0
Lcor	0
Slit1	0
Arhgap19	0
Frat2	0
Rrp12	0
Pgam1	0
Exosc1	0
Zdhhc16	0
Mms19	0
Ubtd1	0
Ankrd2	0
Hoga1	0
Morn4	0
Pi4k2a	0
Avpi1	0
Zfyve27	0
Sfrp5	0
AABR07006871.1	0
Golga7b	0
Crtac1	0
R3hcc1l	0
Loxl4	0
Pyroxd2	0
Hps1	0
Kcnip2	0
Entpd7	0
Cnnm1	0
Got1	0
Nkx2-3	0
Slc25a28	0
Cox15	0
Abcc2	0
Dnmbp	0
Cpn1	0
Cyp2c23	0
Erlin1	0
Chuk	0
Cwf19l1	0
Bloc1s2	0
Pkd2l1	0
LOC681458	0
Scd2	0
Scd4	0
Scd	0
Wnt8b	0
Sec31b	0
Ndufb8	0
Hif1an	0
Pax2	0
Slf2	0
AC121209.1	0
Sema4g	0
Mrpl43	0
Twnk	0
Lzts2	0
Pdzd7	0
Sfxn3	0
Kazald1	0
Tlx1	0
Lbx1	0
Btrc	0
Poll	0
Dpcd	0
Fbxw4	0
Fgf8	0
Npm3	0
Oga	0
LOC100911951	0
Armh3	0
Hps6	0
Ldb1	0
Pprc1	0
Nolc1	0
Elovl3	0
Pitx3	0
Gbf1	0
Nfkb2	0
Psd	0
Fbxl15	0
Cuedc2	0
Mfsd13a	0
Actr1a	0
Sufu	0
Trim8	0
Arl3	0
Wbp1l	0
Cyp17a1	0
Borcs7	0
As3mt	0
Cnnm2	0
Nt5c2	0
Ina	0
Pcgf6	0
Taf5	0
LOC103693430	0
Pdcd11	0
Calhm2	0
Calhm1	0
Calhm3	0
Neurl1	0
Sh3pxd2a	0
Stn1	0
Slk	0
Col17a1	0
Sfr1	0
Cfap43	0
Gsto2	0
Gsto1	0
Itprip	0
Cfap58	0
Sorcs3	0
Sorcs1	0
Cfap58l1	0
Ins1	0
AC129049.1	0
Xpnpep1	0
Add3	0
Mxi1	0
Smndc1	0
Dusp5	0
Smc3	0
Rbm20	0
Pdcd4	0
Bbip1	0
Shoc2	0
Adra2a	0
Gpam	0
Tectb	0
Gucy2g	0
Acsl5	0
Zdhhc6	0
Vti1a	0
Tcf7l2	0
Habp2	0
Dclre1a	0
Nhlrc2	0
Adrb1	0
Ccdc186	0
Tdrd1	0
Vwa2	0
Afap1l2	0
AABR07007032.1	0
Trub1	0
AABR07007068.1	0
Ccdc172	0
Pnlip	0
Pnliprp1	0
Pnliprp2	0
LOC681006	0
Hspa12a	0
Eno4	0
Shtn1	0
Vax1	0
Kcnk18	0
Slc18a2	0
Pdzd8	0
Emx2	0
Rab11fip2	0
Fam204a	0
Prlhr	0
Cacul1	0
LOC100359574	0
Nanos1	0
Eif3a	0
Dennd10	0
Sfxn4	0
Prdx3	0
Grk5	0
Zfp950	0
AABR07007134.1	0
Ces2i	0
Ces2c	0
AABR07007146.1	0
Cast	0
Ell2	0
Rhobtb3	0
Spata9	0
Rfesd	0
Arsk	0
Ttc37	0
Fam81b	0
Mctp1	0
RGD1560883	0
Olr206	0
Olr205	0
Olr204	0
Fam172a	0
Nr2f1	0
Arrdc3	0
Adgrv1	0
Lysmd3	0
Polr3g	0
Mblac2	0
LOC100912538	0
Mef2c	0
Cetn3	0
AABR07007399.1	0
Tmem161b	0
Ccnh	0
Rasa1	0
Cox7c	0
Edil3	0
Hapln1	0
Vcan	0
Xrcc4	0
Atp6ap1l	0
Rps23	0
Atg10	0
Ssbp2	0
Acot12	0
Zcchc9	0
Ckmt2	0
AABR07007642.1	0
Dhfr	0
Ankrd34b	0
Fam151b	0
Zfyve16	0
Spz1	0
Serinc5	0
Thbs4	0
Mtx3	0
Cmya5	0
Tent2	0
Jmy	0
Bhmt	0
AABR07007675.1	0
Bhmt2	0
Dmgdh	0
Arsb	0
Lhfpl2	0
Scamp1	0
Ap3b1	0
Tbca	0
Otp	0
Wdr41	0
Pde8b	0
Zbed3	0
Aggf1	0
Crhbp	0
S100z	0
F2rl1	0
Arhgef28	0
Iqgap2	0
F2rl2	0
Sv2c	0
AABR07007744.2	0
Poc5	0
Arhgef26	0
Ankdd1b	0
Polk	0
Cert1	0
Hmgcr	0
AABR07007769.1	0
Gcnt4	0
Fam169a	0
Nsa2	0
Gfm2	0
Hexb	0
Utp15	0
LOC108348276	0
Btf3	0
Foxd1	0
Tmem174	0
Tmem171	0
Fcho2	0
Tnpo1	0
LOC684444	0
Zfp366	0
Ptcd2	0
Mrps27	0
Map1b	0
Cartpt	0
Mccc2	0
Serf1	0
Smn1	0
Gtf2h2	0
Ocln	0
Marveld2	0
Rad17	0
Taf9	0
Ccdc125	0
Cdk7	0
Mrps36	0
Cenph	0
Ccnb1	0
Slc30a5	0
Pik3r1	0
Mast4	0
Srek1	0
Erbin	0
Nln	0
Sgtb	0
Trappc13	0
Trim23	0
Ppwd1	0
Cenpk	0
Cwc27	0
Shisal2b	0
Rgs7bp	0
Olr1271	0
Olr1264	0
LOC108350227	0
Rnf180	0
Spink14	0
LOC100910942	0
LOC103694201	0
Dimt1	0
Kif2a	0
Zswim6	0
Smim15	0
Ndufaf2	0
Ercc8	0
Depdc1b	0
Elovl7	0
Pde4d	0
Rab3c	0
Gapt	0
Plk2	0
Actbl2	0
Gpbp1	0
Map3k1	0
Ankrd55	0
Il6st	0
Il31ra	0
Slc38a9	0
Plpp1	0
Mtrex	0
Dhx29	0
Mcidas	0
Gpx8	0
Gzmk	0
Esm1	0
Snx18	0
Hspb3	0
Arl15	0
Olr1262	0
LOC100910378	0
LOC100910111	0
LOC108350228	0
Ndufs4	0
Fst	0
Mocs2	0
Itga2	0
Pelo	0
Isl1	0
Parp8	0
Emb	0
Hcn1	0
Mrps30	0
Fgf10	0
AABR07008293.1	0
Nnt	0
Paip1	0
RGD1306227	0
Tmem267	0
Ccl28	0
Hmgcs1	0
Nim1k	0
Zfp131	0
AABR07008319.1	0
Selenop	0
Ccdc152	0
Ghr	0
RGD1305938	0
Oxct1	0
Plcxd3	0
C6	0
AABR07008370.1	0
Prkaa1	0
Ttc33	0
Ptger4	0
LOC100909878	0
Rps15al4	0
Dab2	0
C9	0
Fyb1	0
Rictor	0
Osmr	0
Lifr	0
Egflam	0
Gdnf	0
Wdr70	0
Nup155	0
Cplane1	0
Nipbl	0
Slc1a3	0
Nadk2	0
Skp2	0
Lmbrd2	0
Ugt3a2	0
Capsl	0
Spef2	0
Prlr	0
Agxt2	0
Dnajc21	0
Brix1	0
Rad1	0
Rai14	0
C1qtnf3	0
Amacr	0
Slc45a2	0
Rxfp3	0
Adamts12	0
Tars1	0
Npr3	0
Sub1	0
Zfr	0
Mtmr12	0
Golph3	0
Pdzd2	0
RGD1306502	0
Drosha	0
Cdh6	0
AABR07008608.1	0
Cdh9	0
Egf	0
Cdh10	0
Cdh12	0
Cdh18	0
Sirpd	0
AABR07008876.1	0
Basp1	0
AABR07008904.1	0
Myo10	0
Zfp622	0
LOC103689968	0
LOC103690028	0
Marchf11	0
Fbxl7	0
Ankh	0
Otulin	0
Otulinl	0
Trio	0
Dnah5	0
Ctnnd2	0
Ankrd33b	0
Ropn1l	0
Marchf6	0
Cmbl	0
Cct5	0
Atpsckmt	0
Tas2r119	0
Sema5a	0
Zfp708	0
LOC100360380	0
AABR07009105.1	0
Zfp458	0
Zfp455	0
LOC100909879	0
Car2	0
Ca3	0
Car1	0
Rbis	0
E2f5	0
Lrrcc1	0
LOC361914	0
Slc7a12	0
Ralyl	0
AABR07009260.1	0
Pcsk1	0
tGap1	0
Snx16	0
Chmp4c	0
Zfand1	0
Slc10a5	0
Impa1	0
Fabp12	0
Fabp4	0
Fabp9	0
Pmp2	0
Pag1	0
Zfp704	0
Zbtb10	0
Tpd52	0
Mrps28	0
Hey1	0
Stmn2	0
LOC100360846	0
Zc2hc1a	0
Pkia	0
Pex2	0
Zfhx4	0
Hnf4g	0
Ythdf3	0
Bhlhe22	0
Cyp7b1	0
LOC100361143	0
AABR07009572.1	0
Armc1	0
Mtfr1	0
Pde7a	0
Dnajc5b	0
Trim55	0
Crh	0
Cp	0
Hps3	0
Hltf	0
Gyg1	0
Cpa3	0
Cpb1	0
Agtr1b	0
Tbl1xr1	0
Nlgn1	0
Spata16	0
Ect2	0
Tnfsf10	0
Ghsr	0
Fndc3b	0
Tmem212	0
Pld1	0
Tnik	0
Slc2a2	0
Olr1273	0
Eif5a2	0
Rpl22l1	0
Slc7a14	0
Cldn11	0
Skil	0
Prkci	0
Phc3	0
Gpr160	0
Sec62	0
Samd7	0
Lrrc31	0
Lrriq4	0
Lrrc34	0
Mynn	0
Actrt3	0
Egfem1	0
Mecom	0
Kcnmb2	0
Zmat3	0
Pik3ca	0
Kcnmb3	0
Zfp639	0
Mfn1	0
Actl6a	0
Mrpl47	0
Ndufb5	0
Usp13	0
Pex5l	0
Ttc14	0
Ccdc39	0
Dnajc19	0
Fxr1	0
Sox2	0
Atp11b	0
Dcun1d1	0
Mccc1	0
Acad9	0
Zfp267	0
Qrfpr	0
Anxa5	0
Exosc9	0
Bbs7	0
Trpc3	0
RGD1307100	0
Adad1	0
Il2	0
Il21	0
Cetn4	0
Bbs12	0
Fgf2	0
Nudt6	0
Spata5	0
Spry1	0
Ankrd50	0
Fat4	0
Intu	0
Slc25a31	0
Hspa4l	0
Plk4	0
Mfsd8	0
Abhd18	0
LOC365778	0
Larp1b	0
Pgrmc2	0
Jade1	0
Sclt1	0
RGD1359508	0
Pabpc4l	0
RGD1563562	0
AABR07010333.1	0
Pcdh10	0
LOC365791	0
Pcdh18	0
Slc7a11	0
Elf2	0
Mgarp	0
Ndufc1	0
Naa15	0
Rab33b	0
Setd7	0
Mgst2	0
Dusp14l1	0
Foxo1	0
Cog6	0
Lhfpl6	0
Nhlrc3	0
Proser1	0
Frem2	0
Trpc4	0
Postn	0
Supt20h	0
Exosc8	0
Alg5	0
LOC103691556	0
Rfxap	0
Smad9	0
Sertm1	0
Ccna1	0
Spart	0
Ccdc169	0
Sohlh2	0
Mab21l1	0
AABR07010672.1	0
Tm4sf1	0
Tm4sf4	0
Wwtr1	0
Commd2	0
Ankub1	0
Rnf13	0
LOC100909840	0
AABR07010705.1	0
Tsc22d2	0
Serp1	0
Eif2a	0
Selenot	0
Erich6	0
Siah2	0
AABR07010717.1	0
Clrn1	0
Med12l	0
P2ry14	0
P2ry13	0
P2ry12	0
Igsf10	0
RGD1561998	0
RGD1560324	0
AC111231.1	0
Aadac	0
Sucnr1	0
Mbnl1	0
P2ry1	0
Rap2b	0
Dhx36	0
Gpr149	0
Mme	0
Plch1	0
RGD1565059	0
Slc33a1	0
Gmps	0
Vom2r44	0
Vom2r46	0
AABR07010907.1	0
Vom2r47	0
Ssr3	0
AABR07011057.1	0
Tiparp	0
Lekr1	0
LOC100909712	0
Veph1	0
Ptx3	0
Shox2	0
Mlf1	0
Gfm1	0
Lxn	0
Rarres1	0
Mfsd1	0
Il12a	0
LOC100362176	0
Ift80	0
Smc4	0
Trim59	0
Kpna4	0
Rabif	0
Arl14	0
Ppm1l	0
B3galnt1	0
RGD1563620	0
Nmd3	0
Otol1	0
Vom1r56	0
Si	0
Slitrk3	0
Bche	0
Schip1	0
Zbbx	0
Serpini2	0
Wdr49	0
Pdcd10	0
Serpini1	0
LOC108350036	0
Golim4	0
Fstl5	0
AABR07011951.1	0
LOC499643	0
AC121415.1	0
Fnip2	0
Ppid	0
Etfdh	0
RGD1560010	0
Rxfp1	0
Tmem144	0
Gask1b	0
Gria2	0
Glrb	0
Pdgfc	0
Tdo2	0
Asic5	0
Gucy1b1	0
Gucy1a1	0
Map9	0
Rbm46	0
Lrat	0
Fgg	0
Fga	0
Fgb	0
Plrg1	0
Sfrp2	0
LOC100909434	0
Tlr2	0
Tmem131l	0
Mnd1	0
Trim2	0
Fhdc1	0
Arfip1	0
Tigd4	0
Tmem154	0
Fbxw7	0
Gatb	0
Crabp2	0
Sh3d19	0
Prss48	0
Rps3a	0
Lrba	0
Mab21l2	0
Dclk2	0
Kirrel1	0
Fcrl1	0
Fcrl2	0
Cd5l	0
Fcrl5	0
Etv3l	0
Arhgef11	0
Lrrc71	0
Pear1	0
Ntrk1	0
Insrr	0
Sh2d2a	0
Prcc	0
Hdgf	0
mrpl24	0
Rrnad1	0
Isg20l2	0
Nes	0
Bcan	0
Hapln2	0
Gpatch4	0
Naxe	0
Ttc24	0
Iqgap3	0
Mef2d	0
Rhbg	0
Tsacc	0
Tmem79	0
Glmp	0
Smg5	0
Paqr6	0
Bglap	0
Pmf1	0
Slc25a44	0
Sema4a	0
Lmna	0
Rab25	0
Ubqln4	0
Ssr2	0
Arhgef2	0
Rit1	0
Syt11	0
Gon4l	0
Msto1	0
Dap3	0
Ash1l	0
Fdps	0
Pklr	0
Hcn3	0
Scamp3	0
Fam189b	0
Gba	0
Mtx1	0
Thbs3	0
Trim46	0
Krtcap2	0
Dpm3	0
Slc50a1	0
Efna1	0
Efna3	0
Efna4	0
Adam15	0
Dcst1	0
Dcst2	0
Zbtb7b	0
Flad1	0
Lenep	0
Shc1	0
Pygo2	0
Pbxip1	0
Pmvk	0
Kcnn3	0
Chrnb2	0
Ube2q1	0
She	0
Il6r	0
Atp8b2	0
Hax1	0
Ubap2l	0
LOC361985	0
RGD1564171	0
Tpm3	0
Nup210l	0
Rab13	0
Jtb	0
Creb3l4	0
Slc39a1	0
Crtc2	0
Dennd4b	0
Gatad2b	0
Slc27a3	0
Ints3	0
Npr1	0
Ilf2	0
Snapin	0
Chtop	0
S100a1	0
S100a16	0
S100a3	0
S100a4	0
S100a5	0
S100a6	0
S100a7a	0
S100a8	0
S100a9	0
Pglyrp4	0
